,target_id,reservoir_id,dataset_id,test_score,train_mean,train_std,cv_mean,cv_std
0,input_air_temperature,state__An,NEMA_combined,-0.2945455872343518,-0.21036515630870584,0.005476907284283766,-0.8102826675810609,0.6625656920241606
1,input_air_temperature,state__Transpiration,NEMA_combined,-0.3613378302962551,-0.2501295904952583,0.015485700196695575,-1.2743758928476825,1.2552698813448284
2,input_air_temperature,state__S_Sucrose,NEMA_combined,-0.711866013358485,-0.547296815100142,0.014349503023524264,-2.1092172131810782,1.796340236191632
3,input_air_temperature,state__Ts,NEMA_combined,-0.04736308319820215,-0.048730510464829006,0.0016656845895850665,-0.1433877638884468,0.050547052148051316
4,input_air_temperature,state__gs,NEMA_combined,-0.4406547546899572,-0.36116659273609686,0.013532738954203035,-1.4591294087996798,1.3576587228323684
5,input_air_temperature,state__Ag,NEMA_combined,-0.4950887619512401,-0.41009236517505315,0.010248677843944773,-1.840566571446134,1.8414614853753297
6,input_air_temperature,state__Tr,NEMA_combined,-0.24269841994311203,-0.16326883107986623,0.008297391399958184,-0.8242426532519291,0.8163570637857814
7,input_air_temperature,state__sucrose,NEMA_combined,-0.7608894437122261,-0.6884380718212281,0.02207569386659793,-2.801646625235371,2.565659723357689
8,input_air_temperature,state__Rd,NEMA_combined,-0.07190956292412197,-0.054138086107264206,0.001124331190665042,-0.19573249097668227,0.1213475723364019
9,input_air_temperature,state__sum_respi,NEMA_combined,-0.14910134255544158,-0.13232690703227495,0.0061340932091183365,-0.5643897268039566,0.4041618876288206
10,input_air_temperature,state__Photosynthesis,NEMA_combined,-0.6163487444893326,-0.4172999502072476,0.015250366200449955,-2.129419824457101,3.329371012611882
11,input_air_temperature,state__PARa,NEMA_combined,-0.7072234808516251,-0.6754369692132505,0.013923189697888973,-2.2824552316500437,1.7102412302254684
12,input_humidity,state__An,NEMA_combined,-0.6548300622610111,-0.464363964318817,0.014436537675566883,-1.6168171988809725,2.166546463358598
13,input_humidity,state__Transpiration,NEMA_combined,-0.28048953834284124,-0.20454469182463714,0.011721652012644685,-0.657330843480295,0.7159952117333275
14,input_humidity,state__S_Sucrose,NEMA_combined,-0.7214531256004241,-0.5899110711943705,0.010225929965047155,-2.086287772913161,3.706081098130583
